Sample_ID,window_start,Nutrient,Concentration
MPR,1990-01-02,ca_mgl,9.39375
MPR,1990-01-02,NH4_ugl,NA
MPR,1990-03-06,k_mgl,1.0322222222222222
MPR,1990-03-06,NO3_ugl,180.55555555555554
MPR,1990-03-06,mg_mgl,2.0611111111111113
MPR,1990-03-06,ca_mgl,8.338888888888889
MPR,1990-03-06,NH4_ugl,NA
MPR,1990-05-08,k_mgl,0.9777777777777777
MPR,1990-05-08,NO3_ugl,175.11111111111111
MPR,1990-05-08,mg_mgl,2.0944444444444446
MPR,1990-05-08,ca_mgl,8.975555555555555
MPR,1990-05-08,NH4_ugl,NA
MPR,1990-07-10,k_mgl,0.8744444444444445
MPR,1990-07-10,NO3_ugl,152.22222222222223
MPR,1990-07-10,mg_mgl,2.0677777777777777
MPR,1990-07-10,ca_mgl,9.076666666666666
MPR,1990-07-10,NH4_ugl,NA
MPR,1990-09-11,k_mgl,0.8011111111111111
MPR,1990-09-11,NO3_ugl,107
MPR,1990-09-11,mg_mgl,1.96
MPR,1990-09-11,ca_mgl,8.11
MPR,1990-09-11,NH4_ugl,NA
MPR,1990-11-13,k_mgl,0.7277777777777777
MPR,1990-11-13,NO3_ugl,152.375
MPR,1990-11-13,mg_mgl,1.98
MPR,1990-11-13,ca_mgl,7.78
MPR,1990-11-13,NH4_ugl,NA
MPR,1991-01-15,k_mgl,0.8411111111111111
MPR,1991-01-15,NO3_ugl,127.28571428571429
MPR,1991-01-15,mg_mgl,2.148888888888889
MPR,1991-01-15,ca_mgl,7.403333333333333
MPR,1991-01-15,NH4_ugl,NA
MPR,1991-03-19,k_mgl,0.735
MPR,1991-03-19,NO3_ugl,71.5
MPR,1991-03-19,mg_mgl,1.4075
MPR,1991-03-19,ca_mgl,4.887142857142857
MPR,1991-03-19,NH4_ugl,NA
MPR,1991-05-21,k_mgl,0.8200000000000001
MPR,1991-05-21,NO3_ugl,63
MPR,1991-05-21,mg_mgl,0.9271428571428572
MPR,1991-05-21,ca_mgl,5.034
MPR,1991-05-21,NH4_ugl,NA
MPR,1991-07-23,k_mgl,0.8222222222222223
MPR,1991-07-23,NO3_ugl,52.142857142857146
MPR,1991-07-23,mg_mgl,2.681111111111111
MPR,1991-07-23,ca_mgl,8.598888888888888
MPR,1991-07-23,NH4_ugl,NA
MPR,1991-09-24,k_mgl,0.72
MPR,1991-09-24,NO3_ugl,124
MPR,1991-09-24,mg_mgl,2.09875
MPR,1991-09-24,ca_mgl,7.154999999999999
MPR,1991-09-24,NH4_ugl,NA
MPR,1991-11-26,k_mgl,0.71
MPR,1991-11-26,NO3_ugl,119.44444444444444
MPR,1991-11-26,mg_mgl,1.8522222222222222
MPR,1991-11-26,ca_mgl,7.178888888888889
MPR,1991-11-26,NH4_ugl,NA
MPR,1992-01-28,k_mgl,0.9711111111111111
MPR,1992-01-28,NO3_ugl,123.875
MPR,1992-01-28,mg_mgl,2.178888888888889
MPR,1992-01-28,ca_mgl,10.386666666666667
MPR,1992-01-28,NH4_ugl,NA
MPR,1992-03-31,k_mgl,0.8444444444444444
MPR,1992-03-31,NO3_ugl,63.875
MPR,1992-03-31,mg_mgl,2.7222222222222223
MPR,1992-03-31,ca_mgl,7.913749999999999
MPR,1992-03-31,NH4_ugl,NA
MPR,1992-06-02,k_mgl,0.7966666666666666
MPR,1992-06-02,NO3_ugl,38.111111111111114
MPR,1992-06-02,mg_mgl,1.961111111111111
MPR,1992-06-02,ca_mgl,7.605555555555556
MPR,1992-06-02,NH4_ugl,NA
MPR,1992-08-04,k_mgl,0.8288888888888889
MPR,1992-08-04,NO3_ugl,45.22222222222222
MPR,1992-08-04,mg_mgl,2.1733333333333333
MPR,1992-08-04,ca_mgl,8.617777777777778
MPR,1992-08-04,NH4_ugl,NA
MPR,1992-10-06,k_mgl,0.7622222222222222
MPR,1992-10-06,NO3_ugl,49.625
MPR,1992-10-06,mg_mgl,2.013333333333333
MPR,1992-10-06,ca_mgl,8.262222222222222
MPR,1992-10-06,NH4_ugl,NA
MPR,1992-12-08,k_mgl,0.67125
MPR,1992-12-08,NO3_ugl,16.5
MPR,1992-12-08,mg_mgl,1.89375
MPR,1992-12-08,ca_mgl,7.6274999999999995
MPR,1992-12-08,NH4_ugl,NA
MPR,1993-02-09,k_mgl,0.7611111111111111
MPR,1993-02-09,NO3_ugl,91.66666666666667
MPR,1993-02-09,mg_mgl,2.1966666666666668
MPR,1993-02-09,ca_mgl,8.618888888888888
MPR,1993-02-09,NH4_ugl,NA
MPR,1993-04-13,k_mgl,0.84
MPR,1993-04-13,NO3_ugl,52.125
MPR,1993-04-13,mg_mgl,2.013333333333333
MPR,1993-04-13,ca_mgl,7.963333333333333
MPR,1993-04-13,NH4_ugl,NA
MPR,1993-06-15,k_mgl,0.76625
MPR,1993-06-15,NO3_ugl,57
MPR,1993-06-15,mg_mgl,2.05375
MPR,1993-06-15,ca_mgl,8.865
MPR,1993-06-15,NH4_ugl,NA
MPR,1993-08-17,k_mgl,0.8
MPR,1993-08-17,NO3_ugl,50.25
MPR,1993-08-17,mg_mgl,2.068888888888889
MPR,1993-08-17,ca_mgl,8.374444444444444
MPR,1993-08-17,NH4_ugl,NA
MPR,1993-10-19,k_mgl,0.72
MPR,1993-10-19,NO3_ugl,35.75
MPR,1993-10-19,mg_mgl,2.0077777777777777
MPR,1993-10-19,ca_mgl,7.707777777777777
MPR,1993-10-19,NH4_ugl,NA
MPR,1993-12-21,k_mgl,0.5
MPR,1993-12-21,NO3_ugl,13
MPR,1993-12-21,mg_mgl,1.3522222222222222
MPR,1993-12-21,ca_mgl,6.5525
MPR,1993-12-21,NH4_ugl,NA
MPR,1994-02-22,k_mgl,0.7233333333333334
MPR,1994-02-22,NO3_ugl,7
MPR,1994-02-22,mg_mgl,2.1
MPR,1994-02-22,ca_mgl,9.082222222222223
MPR,1994-02-22,NH4_ugl,NA
MPR,1994-04-26,k_mgl,0.86
MPR,1994-04-26,NO3_ugl,19.11111111111111
MPR,1994-04-26,mg_mgl,2.3177777777777777
MPR,1994-04-26,ca_mgl,9.436666666666667
MPR,1994-04-26,NH4_ugl,NA
MPR,1994-06-28,k_mgl,0.7944444444444444
MPR,1994-06-28,NO3_ugl,72
MPR,1994-06-28,mg_mgl,2.3644444444444446
MPR,1994-06-28,ca_mgl,8.825555555555555
MPR,1994-06-28,NH4_ugl,NA
MPR,1994-08-30,k_mgl,0.8522222222222222
MPR,1994-08-30,NO3_ugl,NA
MPR,1994-08-30,mg_mgl,2.1222222222222222
MPR,1994-08-30,ca_mgl,9.213333333333333
MPR,1994-08-30,NH4_ugl,NA
MPR,1994-11-01,k_mgl,0.7133333333333334
MPR,1994-11-01,NO3_ugl,43
MPR,1994-11-01,mg_mgl,2.0877777777777777
MPR,1994-11-01,ca_mgl,7.992222222222222
MPR,1994-11-01,NH4_ugl,NA
